Date,Open,High,Low,Close,Volume
2016-03-27,413.417999,428.796997,410.381012,426.765015,426699404.0
2016-04-03,426.548004,426.856995,412.496002,420.903992,405154204.0
2016-04-10,421.299011,425.360992,416.515015,421.563995,415027900.0
2016-04-17,421.872009,432.625,420.53299,427.398987,382137900.0
2016-04-24,427.610992,460.145996,427.085999,458.554993,427064400.0
2016-05-01,459.121002,467.964996,436.649994,451.875,492934504.0
2016-05-08,451.933014,461.375,441.776001,458.548004,403817800.0
2016-05-15,458.205994,462.480988,448.95401,457.567993,351471700.0
2016-05-22,457.585999,458.200012,437.389008,439.322998,470557100.0
2016-05-29,439.347992,553.960022,438.822998,526.232971,741517392.0
2016-06-05,528.471008,590.132019,520.661987,574.97699,658668096.0
2016-06-12,574.60199,684.843994,567.513977,672.783997,757909588.0
2016-06-19,671.653992,777.98999,662.804016,763.781006,1553070776.0
2016-06-26,763.927002,764.083984,558.138977,629.367004,1464507992.0
2016-07-03,629.348999,704.968018,620.523987,658.664001,918252000.0
2016-07-10,658.804016,683.661987,611.833984,649.359985,1040574400.0
2016-07-17,648.484009,682.36499,644.97998,679.458984,682454600.0
2016-07-24,679.809021,681.554993,646.721985,661.284973,607681700.0
2016-07-31,661.263,661.828003,624.36499,624.68103,747178496.0
2016-08-07,624.60199,626.119019,531.333984,592.690002,1015417588.0
2016-08-14,592.736023,599.984009,564.781006,570.473022,504473696.0
2016-08-21,570.494019,584.15802,563.23999,581.307983,364239500.0
2016-08-28,581.310974,589.473999,568.630005,573.911987,545508100.0
2016-09-04,574.070984,611.836975,570.810974,608.633972,670372392.0
2016-09-11,608.98999,628.817993,600.505981,606.718994,505899104.0
2016-09-18,607.005005,611.952026,605.192017,609.874023,417858304.0
2016-09-25,609.870972,610.932007,595.786011,600.825989,397773096.0
2016-10-02,600.807007,615.237,600.348999,610.892029,364686600.0
2016-10-09,610.968018,619.848999,609.479004,616.752014,367150204.0
2016-10-16,616.822021,642.89801,616.197021,641.630981,462540104.0
2016-10-23,641.817993,661.129028,628.013,657.070984,438931392.0
2016-10-30,657.161011,720.401978,652.594971,701.864014,654150896.0
2016-11-06,702.640015,745.77301,678.156006,711.521973,698826796.0
2016-11-13,710.736023,740.046021,687.315002,702.031006,554004996.0
2016-11-20,701.997009,756.237,699.807983,731.026001,736991600.0
2016-11-27,731.265015,753.869995,729.625,732.034973,528543596.0
2016-12-04,732.484009,781.296021,732.484009,773.872009,552642604.0
2016-12-11,773.393982,777.09198,751.713013,769.731018,578980796.0
2016-12-18,770.039978,794.737,770.039978,790.530029,538898096.0
2016-12-25,790.692017,925.117004,790.320007,896.182983,1087074704.0
2017-01-01,896.905029,1003.080017,896.89801,998.325012,1161413112.0
2017-01-08,998.617004,1191.099976,823.55603,911.198975,2052639008.0
2017-01-15,913.244019,919.447998,755.755981,821.797974,1123984880.0
2017-01-22,821.78302,937.525024,820.270996,924.672974,883611600.0
2017-01-29,925.499023,928.265991,891.687012,919.495972,693151900.0
2017-02-05,920.151001,1045.900024,919.473999,1027.339966,1009290288.0
2017-02-12,1028.400024,1088.98999,946.690979,999.18103,1227087016.0
2017-02-19,998.88501,1061.099976,976.002014,1047.869995,763560200.0
2017-02-26,1048.689941,1200.390015,1041.689941,1165.199951,1209106992.0
2017-03-05,1163.780029,1280.310059,1163.380005,1267.119995,1546994008.0
2017-03-12,1267.469971,1276.0,1077.25,1221.380005,2064090976.0
2017-03-19,1221.780029,1257.97998,957.655029,1036.73999,3296504976.0
2017-03-26,1037.23999,1122.430054,903.713013,966.724976,2483811008.0
2017-04-02,972.054993,1107.589966,971.984009,1102.170044,2601401984.0
2017-04-09,1102.949951,1197.209961,1102.949951,1187.869995,2711437088.0
2017-04-16,1187.300049,1208.069946,1156.439941,1182.939941,1714353040.0
2017-04-23,1183.25,1240.790039,1172.650024,1207.209961,1907337008.0
2017-04-30,1209.630005,1347.910034,1209.630005,1347.890015,2620499984.0
2017-05-07,1348.300049,1618.030029,1348.300049,1596.709961,5316902848.0
2017-05-14,1596.920044,1873.930054,1596.920044,1808.910034,5981268000.0
2017-05-21,1808.439941,2119.080078,1661.910034,2041.199951,6916110976.0
2017-05-28,2043.189941,2763.709961,1855.829956,2155.800049,12064150016.0
2017-06-04,2159.429932,2585.889893,2107.169922,2511.810059,9823705088.0
2017-06-11,2512.399902,2999.909912,2510.219971,2958.110107,11378039936.0
2017-06-18,2953.219971,2997.26001,2212.959961,2548.290039,11981910016.0
2017-06-25,2549.030029,2772.01001,2549.030029,2589.409912,9130718976.0
2017-07-02,2590.570068,2615.25,2332.98999,2506.469971,7730852928.0
2017-07-09,2498.560059,2916.139893,2480.469971,2518.439941,5831748992.0
2017-07-16,2525.25,2537.159912,1843.030029,1929.819946,7453121024.0
2017-07-23,1932.619995,2900.699951,1932.619995,2730.399902,9947990080.0
2017-07-30,2732.699951,2897.449951,2450.800049,2757.179932,6942860928.0
2017-08-06,2763.23999,3293.290039,2668.590088,3213.939941,8137841920.0
2017-08-13,3212.780029,4208.390137,3180.889893,4073.26001,13618979840.0
2017-08-20,4066.100098,4484.700195,3906.179932,4087.659912,18573839872.0
2017-08-27,4090.47998,4455.700195,3674.580078,4382.879883,15749739904.0
2017-09-03,4384.450195,4975.040039,4224.640137,4582.959961,15582599936.0
2017-09-10,4591.629883,4661.0,3951.040039,4122.939941,15468230272.0
2017-09-17,4122.470215,4344.649902,2946.620117,3582.879883,15563199872.0
2017-09-24,3591.090088,4094.070068,3553.530029,3682.840088,9023459008.0
2017-10-01,3681.580078,4403.740234,3681.580078,4403.740234,9599860096.0
2017-10-08,4395.810059,4624.140137,4164.049805,4610.47998,8289027968.0
2017-10-15,4614.52002,5852.47998,4564.25,5678.189941,14840320000.0
2017-10-22,5687.569824,6194.879883,5151.439941,6008.419922,14605609856.0
2017-10-29,6006.0,6255.709961,5397.879883,6153.850098,14982660096.0
2017-11-05,6114.850098,7617.47998,6040.850098,7407.410156,19841690624.0
2017-11-12,7403.220215,7776.419922,5519.009766,5950.069824,32340969984.0
2017-11-19,5938.25,8101.910156,5844.290039,8036.490234,30253229824.0
2017-11-26,8039.069824,9522.929688,7762.709961,9330.549805,30501020160.0
2017-12-03,9352.719727,11858.700195,9202.049805,11323.200195,50411559424.0
2017-12-10,11315.400391,18353.400391,11081.799805,15455.400391,92115268608.0
2017-12-17,15427.400391,20089.0,15404.799805,19140.800781,93877198848.0
2017-12-24,19106.400391,19371.0,11833.0,13925.799805,117256598528.0
2017-12-31,13995.900391,16930.900391,12350.099609,14156.400391,88557499392.0
2018-01-07,14112.200195,17712.400391,13154.700195,16477.599609,123814400000.0
2018-01-14,16476.199219,16537.900391,13105.900391,13772.0,106022199296.0
2018-01-21,13767.299805,14445.5,9402.290039,11600.099609,97932879872.0
2018-01-28,11633.099609,12040.299805,10129.700195,11786.299805,64691999232.0
2018-02-04,11755.5,11875.599609,7796.490234,8277.009766,60810019840.0
2018-02-11,8270.540039,9122.549805,6048.259766,8129.970215,62489091072.0
2018-02-18,8141.430176,11349.799805,8141.430176,10551.799805,53626569728.0
2018-02-25,10552.599609,11958.5,9407.05957,9664.730469,55388419584.0
2018-03-04,9669.429688,11528.200195,9501.730469,11512.599609,48902649856.0
2018-03-11,11532.400391,11704.099609,8513.030273,9578.629883,49671590400.0
2018-03-18,9602.929688,9937.5,7397.990234,8223.679688,42075919360.0
2018-03-25,8344.120117,9177.370117,8182.399902,8495.780273,40853020160.0
2018-04-01,8498.469727,8530.080078,6526.870117,6844.22998,37970689536.0
2018-04-08,6844.859863,7530.939941,6575.0,7023.52002,31804380416.0
2018-04-15,7044.319824,8338.419922,6661.990234,8329.110352,40915320320.0
2018-04-22,8337.570313,9001.639648,7881.720215,8802.459961,48741869568.0
2018-04-29,8794.389648,9745.320313,8727.089844,9419.080078,61882420224.0
2018-05-06,9426.110352,9964.5,8891.049805,9654.799805,57244449280.0
2018-05-13,9645.669922,9665.849609,8223.5,8723.94043,50119759872.0
2018-05-20,8713.099609,8881.120117,7974.819824,8513.25,42360260096.0
2018-05-27,8522.330078,8557.519531,7270.959961,7368.220215,35808230144.0
2018-06-03,7371.310059,7754.890137,7090.680176,7720.25,35465450496.0
2018-06-10,7722.529785,7753.819824,6709.069824,6786.02002,33010609408.0
2018-06-17,6799.290039,6910.180176,6285.629883,6499.27002,29844289792.0
2018-06-24,6510.069824,6822.5,5826.410156,6173.22998,28592079872.0
2018-07-01,6171.970215,6465.509766,5835.75,6385.819824,28842940160.0
2018-07-08,6380.379883,6885.910156,6305.700195,6773.879883,29906419968.0
2018-07-15,6775.080078,6838.680176,6136.419922,6359.640137,25200120064.0
2018-07-22,6357.009766,7594.669922,6357.009766,7418.490234,34261730048.0
2018-07-29,7414.709961,8424.269531,7409.100098,8218.459961,36446479872.0
2018-08-05,8221.580078,8235.5,6940.700195,7068.47998,32425310000.0
2018-08-12,7062.939941,7166.549805,6109.029785,6322.689941,32181950000.0
2018-08-19,6341.359863,6617.350098,5971.049805,6506.069824,30898230000.0
2018-08-26,6500.509766,6816.790039,6297.930176,6707.259766,25842490000.0
2018-09-02,6710.799805,7306.310059,6689.709961,7272.720215,30229310000.0
2018-09-09,7279.029785,7388.430176,6197.52002,6300.859863,31456960000.0
2018-09-16,6301.569824,6596.100098,6260.209961,6517.180176,26405400000.0
2018-09-23,6514.060059,6814.560059,6208.339844,6710.629883,32109420000.0
2018-09-30,6704.77002,6785.029785,6381.859863,6625.560059,31328000000.0
2018-10-07,6619.850098,6653.299805,6454.029785,6602.950195,25943820000.0
2018-10-14,6600.189941,6675.060059,6236.470215,6290.930176,26462410000.0
2018-10-21,6292.640137,6965.060059,6258.680176,6482.350098,29669680000.0
2018-10-28,6486.049805,6543.799805,6447.029785,6486.390137,24188720000.0
2018-11-04,6492.350098,6547.140137,6294.569824,6376.129883,28245180000.0
2018-11-11,6363.620117,6552.160156,6350.169922,6411.27002,30472560000.0
2018-11-18,6411.759766,6434.209961,5358.379883,5623.540039,36972800000.0
2018-11-25,5620.779785,5620.779785,3585.060059,4009.969971,42533970000.0
2018-12-02,4015.070068,4413.020508,3643.919922,4139.87793,42945276472.0
2018-12-09,4147.32373,4155.979492,3280.22876,3614.234375,38386467708.0
2018-12-16,3612.046387,3647.33252,3191.303467,3252.839111,29869247431.0
2018-12-23,3253.123047,4198.429688,3253.123047,3998.980225,46021506218.0
2018-12-30,4000.331787,4271.79248,3642.63208,3865.952637,39249734918.0
2019-01-06,3866.839111,4093.297363,3707.231201,4076.632568,34343716582.0
2019-01-13,4078.584961,4109.020996,3544.927246,3552.953125,37523454177.0
2019-01-20,3557.311035,3758.533447,3552.285156,3601.013672,38588596987.0
2019-01-27,3600.372803,3654.933105,3539.721436,3583.96582,36949379050.0
2019-02-03,3584.283203,3586.750977,3400.819824,3464.013428,40130888766.0
2019-02-10,3467.21167,3695.614014,3391.023682,3690.188232,41224140801.0
2019-02-17,3695.613037,3695.613037,3607.697754,3673.836182,44533597993.0
2019-02-24,3671.369873,4210.641602,3669.982422,3810.42749,63853356366.0
2019-03-03,3807.002441,3913.707275,3787.058838,3847.175781,56444684748.0
2019-03-10,3845.091553,3987.237793,3733.749756,3951.599854,69110769320.0
2019-03-17,3953.740234,4077.036377,3863.559082,4025.229004,67357766371.0
2019-03-24,4029.968506,4097.359863,4005.151367,4022.168213,67975640775.0
2019-03-31,4024.112793,4296.806641,3934.03125,4105.404297,71015021591.0
2019-04-07,4105.362305,5307.003418,4096.901367,5198.896973,123047080530.0
2019-04-14,5199.835449,5421.651367,4955.852539,5167.722168,98826873355.0
2019-04-21,5167.321777,5359.924805,5024.069336,5314.53125,90285516253.0
2019-04-28,5312.494629,5642.044434,5177.368652,5285.13916,105590631334.0
2019-05-05,5284.858398,5886.893555,5216.487793,5795.708496,107035835884.0
2019-05-12,5791.693359,7503.87207,5653.6875,6972.371582,141929602925.0
2019-05-19,6971.178223,8320.824219,6898.282227,8197.689453,199543788416.0
2019-05-26,8196.923828,8687.520508,7533.196777,8673.21582,173001140580.0
2019-06-02,8674.072266,9008.314453,8172.550781,8742.958008,173016477871.0
2019-06-09,8741.74707,8743.5,7564.48877,7688.077148,140124650113.0
2019-06-16,7692.284668,9335.867188,7586.730957,8994.488281,135051141522.0
2019-06-23,8988.923828,11246.144531,8988.923828,10855.371094,136422336191.0
2019-06-30,10853.744141,13796.489258,10491.852539,10817.155273,221502737682.0
2019-07-07,10796.930664,12006.075195,9737.884766,11450.84668,181410821667.0
2019-07-14,11446.59668,13129.529297,10234.576172,10256.058594,180936684097.0
2019-07-21,10257.838867,11052.766602,9163.134766,10599.105469,157356814406.0
2019-07-28,10596.948242,10651.791016,9252.296875,9552.860352,112459229432.0
2019-08-04,9548.178711,11009.207031,9437.335938,10970.18457,110790788891.0
2019-08-11,10960.735352,12273.821289,10960.735352,11523.579102,141427393788.0
2019-08-18,11528.189453,11528.189453,9675.316406,10345.810547,120224711798.0
2019-08-25,10350.283203,10947.041992,9831.462891,10138.517578,112893851548.0
2019-09-01,10126.299805,10512.328125,9421.629883,9757.970703,104346358671.0
2019-09-08,9757.473633,10898.761719,9730.650391,10441.276367,116441433312.0
2019-09-15,10443.228516,10450.311523,9980.776367,10347.712891,102876391724.0
2019-09-22,10347.222656,10386.867188,9851.692383,10070.392578,107930839412.0
2019-09-29,10067.962891,10074.238281,7895.629395,8104.185547,124735468740.0
2019-10-06,8104.226563,8497.692383,7830.758789,7988.155762,97716137179.0
2019-10-13,7989.120605,8721.780273,7905.766113,8321.005859,118550918408.0
2019-10-20,8320.832031,8410.714844,7902.164063,8222.078125,105710167423.0
2019-10-27,8225.115234,10021.744141,7446.98877,9551.714844,176678165128.0
2019-11-03,9565.101563,9805.118164,9028.717773,9235.354492,180364809056.0
2019-11-10,9235.607422,9505.051758,8775.53418,9055.526367,160702732609.0
2019-11-17,9056.917969,9081.279297,8473.973633,8577.975586,134166660428.0
2019-11-24,8573.980469,8653.280273,6936.706543,7047.916992,171626385789.0
2019-12-01,7039.977051,7836.102051,6617.166992,7424.29248,162444865040.0
2019-12-08,7424.036133,7743.431641,7170.922852,7564.345215,121327747581.0
2019-12-15,7561.79541,7618.091797,6924.375977,7152.301758,122542519854.0
2019-12-22,7153.663086,7518.033203,6540.049316,7511.588867,165399102665.0
2019-12-29,7508.902344,7656.17627,7189.934082,7422.652832,161758217053.0
2020-01-05,7420.272949,7544.49707,6914.996094,7411.317383,149690652648.0
2020-01-12,7410.452148,8396.738281,7409.292969,8192.494141,184901289966.0
2020-01-19,8189.771973,9164.362305,8079.700684,8706.245117,241668743794.0
2020-01-26,8704.631836,8792.994141,8266.84082,8596.830078,165113602391.0
2020-02-02,8597.308594,9553.125977,8597.308594,9344.365234,212298356923.0
2020-02-09,9344.683594,10129.435547,9112.811523,10116.673828,239180811399.0
2020-02-16,10115.55957,10457.626953,9722.386719,9934.433594,300413081965.0
2020-02-23,9936.560547,10191.675781,9507.637695,9924.515625,303140360741.0
2020-03-01,9921.583008,9951.746094,8471.212891,8562.454102,299233009521.0
2020-03-08,8563.264648,9167.695313,8105.25293,8108.116211,276706069337.0
2020-03-15,8111.146484,8177.793457,4106.980957,5392.314941,326123224372.0
2020-03-22,5385.229492,6844.261719,4575.35791,5830.254883,309907233901.0
2020-03-29,5831.374512,6892.51123,5785.004395,5922.042969,272468247401.0
2020-04-05,5925.538574,7088.247559,5903.234375,6791.129395,259568096070.0
2020-04-12,6788.049805,7427.939453,6782.889648,6971.091797,274123270580.0
2020-04-19,6965.616699,7280.521973,6555.504395,7189.424805,248073118275.0
2020-04-26,7186.873535,7700.594238,6834.442383,7679.867188,247735013853.0
2020-05-03,7679.418945,9440.650391,7679.418945,8897.46875,327820350244.0
2020-05-10,8895.745117,9996.743164,8395.107422,8756.430664,361023995652.0
2020-05-17,8755.535156,9823.001953,8374.323242,9670.739258,325655447393.0
2020-05-24,9675.695313,9906.030273,8787.250977,8790.368164,247011272897.0
2020-05-31,8786.107422,9704.030273,8719.667969,9461.058594,221372861711.0
2020-06-07,9463.605469,10199.56543,9450.899414,9758.852539,194228716225.0
2020-06-14,9760.063477,9938.297852,9263.069336,9386.788086,160324519712.0
2020-06-21,9386.035156,9579.430664,8990.175781,9303.629883,138300100692.0
2020-06-28,9300.915039,9680.367188,8975.525391,9143.582031,125863637229.0
2020-07-05,9140.029297,9309.754883,8977.015625,9073.942383,102779717630.0
2020-07-12,9072.849609,9450.335938,9058.664063,9276.5,113994286210.0
2020-07-19,9277.205078,9306.405273,9088.947266,9185.817383,106299733734.0
2020-07-26,9187.220703,10023.807617,9137.509766,9905.166992,120174678243.0
2020-08-02,9905.217773,12034.144531,9903.969727,11053.614258,188247005753.0
2020-08-09,11043.768555,11902.335938,11012.415039,11675.739258,147527884833.0
2020-08-16,11662.256836,12150.994141,11195.708984,11892.803711,173916901671.0
2020-08-23,11895.658203,12359.056641,11448.805664,11664.847656,161417688724.0
2020-08-30,11663.689453,11807.631836,11185.941406,11711.505859,149742951013.0
2020-09-06,11713.306641,12067.081055,9946.675781,10280.351563,221515306287.0
2020-09-13,10280.998047,10578.837891,9916.493164,10323.755859,264126813725.0
2020-09-20,10328.734375,11134.092773,10266.008789,10938.271484,210690462551.0
2020-09-27,10934.925781,10988.304688,10197.865234,10775.269531,263386919085.0
2020-10-04,10776.613281,10945.347656,10416.689453,10669.583008,343112501609.0
2020-10-11,10676.529297,11442.210938,10528.890625,11384.181641,256921249410.0
2020-10-18,11392.635742,11698.467773,11223.012695,11483.359375,162045277956.0
2020-10-25,11495.038086,13329.183594,11408.290039,13031.173828,210845277262.0
2020-11-01,13031.201172,14028.213867,12822.382813,13737.109375,240919962782.0
2020-11-08,13737.032227,15903.4375,13243.160156,15479.567383,238108964192.0
2020-11-15,15479.595703,16463.177734,14865.529297,15955.587891,206407256877.0
2020-11-22,15955.577148,18936.621094,15880.706055,18370.001953,274506990351.0
2020-11-29,18370.017578,19390.964844,16351.035156,18177.484375,301939363508.0
2020-12-06,18178.322266,19845.974609,18178.322266,19345.121094,253088772491.0
2020-12-13,19343.128906,19411.828125,17619.533203,19142.382813,193678842258.0
2020-12-20,19144.492188,24209.660156,19012.708984,23477.294922,281723269352.0
2020-12-27,23474.455078,28288.839844,22159.367188,26272.294922,339132207025.0
2021-01-03,26280.822266,34608.558594,25987.298828,32782.023438,379626054545.0
2021-01-10,32810.949219,41946.738281,28722.755859,38356.441406,538834804975.0
2021-01-17,38346.53125,39966.40625,30549.599609,35791.277344,508900951412.0
2021-01-24,35792.238281,37755.890625,28953.373047,32289.378906,423439379849.0
2021-01-31,32285.798828,38406.261719,29367.138672,33114.359375,495037340009.0
2021-02-07,33114.578125,40846.546875,32384.228516,38903.441406,449918619842.0
2021-02-14,38886.828125,49487.640625,38076.324219,48717.289063,580021243858.0
2021-02-21,48696.535156,58330.570313,46347.476563,57539.945313,470533297170.0
2021-02-28,57532.738281,57533.390625,43241.617188,45137.769531,766679775805.0
2021-03-07,45159.503906,52535.136719,45115.09375,51206.691406,333113779409.0
2021-03-14,51174.117188,61683.863281,49506.054688,59302.316406,373838576722.0
2021-03-21,59267.429688,60540.992188,53555.027344,57523.421875,393542542227.0
2021-03-28,57517.890625,58471.480469,50856.570313,55950.746094,403128836645.0
2021-04-04,55947.898438,60267.1875,55139.339844,58758.554688,408348561550.0
2021-04-11,58760.875,61276.664063,55604.023438,60204.964844,406637390979.0
2021-04-18,60175.945313,64863.097656,52829.535156,56216.183594,508118943571.0
2021-04-25,56191.585938,57520.054688,47159.484375,49004.253906,444719708699.0
2021-05-02,49077.792969,58448.339844,48852.796875,56631.078125,335231529997.0
2021-05-09,56620.273438,59464.613281,52969.054688,58232.316406,458766142208.0
2021-05-16,58250.871094,59519.355469,43963.351563,46456.058594,483967915938.0
2021-05-23,46415.898438,46623.558594,30681.496094,34770.582031,563629210102.0
2021-05-30,34700.363281,40782.078125,33520.738281,35678.128906,350206489990.0
2021-06-06,35658.59375,39478.953125,34241.945313,35862.378906,248884892724.0
2021-06-13,35835.265625,39322.78125,31114.443359,39097.859375,298428017340.0
2021-06-20,39016.96875,41295.269531,33432.074219,35698.296875,269949570053.0
2021-06-27,35641.144531,35721.640625,28893.621094,34649.644531,305541799334.0
2021-07-04,34679.121094,36542.109375,32770.679688,35287.78125,231729218470.0
2021-07-11,35284.34375,35284.34375,32133.183594,34240.1875,178445862441.0
2021-07-18,34254.015625,34592.15625,31100.673828,31796.810547,147501894180.0
2021-07-25,31800.011719,35364.925781,29360.955078,35350.1875,156414750211.0
2021-08-01,35384.03125,42541.679688,35287.3125,39974.894531,237553113912.0
2021-08-08,39907.261719,45282.351563,37458.003906,43798.117188,226902699564.0
2021-08-15,43791.925781,48098.683594,42848.6875,47047.003906,234268000892.0
2021-08-22,47019.960938,49717.019531,43998.316406,49321.652344,236289722726.0
2021-08-29,49291.675781,50482.078125,46394.28125,48829.832031,223947952688.0
2021-09-05,48834.851563,51868.679688,46562.4375,51753.410156,256225023619.0
2021-09-12,51769.003906,52853.765625,43285.207031,46063.269531,293311066613.0
2021-09-19,46057.214844,48791.78125,43591.320313,47260.21875,226141953163.0
2021-09-26,47261.40625,47328.199219,39787.609375,43208.539063,270099994433.0
2021-10-03,43234.183594,49130.691406,40829.667969,48199.953125,223042115392.0
2021-10-10,48208.90625,56401.304688,47045.003906,54771.578125,261919545521.0
2021-10-17,54734.125,62757.128906,54370.972656,61553.617188,277084548345.0
2021-10-24,61548.804688,66930.390625,59643.34375,60930.835938,257856648064.0
2021-10-31,60893.925781,63729.324219,58206.917969,61318.957031,256114057651.0
2021-11-07,61320.449219,64242.792969,59695.183594,63326.988281,227064607869.0
2021-11-14,63344.066406,68789.625,62333.914063,65466.839844,259776276520.0
2021-11-21,65521.289063,66281.570313,55705.179688,58730.476563,253419951009.0
2021-11-28,58706.847656,59367.96875,53569.765625,57248.457031,243930001011.0
2021-12-05,57291.90625,59113.402344,42874.617188,49368.847656,276690611812.0
2021-12-12,49413.480469,51934.78125,46942.347656,50098.335938,208148497532.0
2021-12-19,50114.742188,50205.0,45598.441406,46707.015625,214770398202.0
2021-12-26,46707.0625,51814.027344,45579.808594,50809.515625,175052499792.0
2022-01-02,50802.609375,51956.328125,45819.953125,47345.220564253,256533085460.29
2022-01-09,47343.542969,47510.726563,40672.2754483568,41911.6015363357,552365574302.88
2022-01-16,41910.230469,44278.4232566127,39796.570313,43113.878906,398947609086.77997
2022-01-23,43118.1201015099,43413.0239423642,34349.2491949516,36276.8046943699,392652088145.3
